TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.lang3.BooleanUtils,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,30,0.3,3,136,241,43307,1686391279629,0.9712643678160919,111111111111111111111111111111111111111111111011111111111101011111111111111111111111111111101111101111111111111111111111111111111111111111111111111111111111111111111111111111,0.7928286852589641,11111111111111111111111111111111111111111111111111011111111111110101111111111111111111111111111111111111111111101010101100101010111111111101110100011101000100011101000111011101000100010001110100010001000100011111111111111111111111111111111111111111111,1.0,111111111111111111,12,1,6,1,0.9498117942283564,11110111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111010011111111111111110100111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111011111111110111111111101111111111011111111110111111111101111111111011111111110111111111111111111111111111111111111111111111111111111111111101111111111010111111111111111111111011111111111100000000000000111111111111111111111111111111111111111111111111111111111111011111111111111111111011111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111,0.8238636363636364,11011010111111111111111101101011111111111111110111111111111111111011111011011011011011011111111111111111111110110110110110110110111111111111111111111111101101001101001101011011,1.0,1111111111111111111111111111111111111111111,1.0,1111111111111111111111111111111111111111111,0.7928286852589641,11111111111111111111111111111111111111111111111110111111111111101011111111111111111111111111111111111111111111110011001010111001110111011111101001001010011010011100110100111001100100000100100010100010010010111111111111111111111111111111111111111111111
